index_no,transcript,utterance_id,duration,language,dataset_name
106,म फेरि नेपालीमा बोल्छु है ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.88,ne-NP,nepali_16
107,मेरो स्थायी घर चाहिँ चितवन हो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.096,ne-NP,nepali_16
108,रमाइलो भयो हेर्न।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.52,ne-NP,nepali_16
109,ल ठीक छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.376,ne-NP,nepali_16
110,अाजभोलि जसको हातमा पनि मोबाइल है?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali_16
111,म हेर्ने!!,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,1.656,ne-NP,nepali_16
112,कुन फोन किन्दा ठीक होला?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.916,ne-NP,nepali_16
113,अाज मलाई खुब काम गर्न मन लागेको छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.276,ne-NP,nepali_16
114,प्रहरीले बीचमा बसेर दुवैथरीलाई रोक्ने ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali_16
115,यी खानाहरूको बीचमा चिउरा तथा चियाको सेवन पनि गरिन्छ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.356,ne-NP,nepali_16
116,घाँटी हेरी हाड निल्नु ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.88,ne-NP,nepali_16
117,अँ एक्लै छु।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.988,ne-NP,nepali_16
118,त्यस समितिले हामीलाई भेटेर कुराकानी गरेको थियो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.708,ne-NP,nepali_16
119,मैदानबाट सुरू भएको करीअर मैदानबाट अन्त्य गर्ने थियो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,5.4,ne-NP,nepali_16
120,सबैजना आरामै हुनुहुन्छ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.168,ne-NP,nepali_16
121,तपाईंको प्रोजेक्ट छिटै सकियोस् है दाजु।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.24,ne-NP,nepali_16
122,आलु खाएर पेडाको धाक,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.808,ne-NP,nepali_16
123,वाक्यहरु सकेसम्म पुरा लेखौ है साथीहरु ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.6,ne-NP,nepali_16
124,तिमी एकदम राम्रो छौ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.7,ne-NP,nepali_16
125,"कस्तो सोच मिलेको, फेरि काम दोब्बर पो गर्नु पर्ने हो की?",9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,5.868,ne-NP,nepali_16
126,नगरकोट कस्तो छ घुम्न जानको लागि?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.276,ne-NP,nepali_16
127,रमाइलो रैछ त ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.808,ne-NP,nepali_16
128,बिस्कुट र चिया खान पनि मिठो हुन्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.24,ne-NP,nepali_16
129,हामिले मागेको खण्डमा उपलब्ध गराईन्छ होला त तथ्यांक?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.86,ne-NP,nepali_16
130,कति चाँडो हो?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.376,ne-NP,nepali_16
131,काठमाडौँ बाट दक्षिणकालीको बाटो हुदै हेटौडा जादा करिब चार घण्टा लाग्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.896,ne-NP,nepali_16
132,हिजो निकै रोमाञ्चक खेल भएको थियो।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.06,ne-NP,nepali_16
133,टोलीको नाम नौपाङ्ग्रे,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.448,ne-NP,nepali_16
134,गीत र एउटा वाक्य यो समस्या नअाउला ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.78,ne-NP,nepali_16
135,"माछापोखरी तिर पानी परिराछ, त्यसैले उता शीतल भएको होला नि।",9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,6.336,ne-NP,nepali_16
136,अब छिटै हामीले काम सुरु गर्न पर्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.528,ne-NP,nepali_16
137,पानी जहाज बाग्मतिमा चलाए मात्र सम्भब छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.528,ne-NP,nepali_16
138,सिमरा तराईमा पर्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.7,ne-NP,nepali_16
139,म तपाईंको कार्यको लागि सक्षम छु कि छैन?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.888,ne-NP,nepali_16
140,कुन फिलिम हेर्दै हुनुहुन्छ रोशन दाइ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.6,ne-NP,nepali_16
141,सबैभन्दा त वातावरणमा ठूलो योगदान हुने भयो सन्तानको सुरक्षित भविष्यका लागि ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,6.048,ne-NP,nepali_16
142,मध्य रात देखि लगातार देशभरि पानी परिरहेको छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.176,ne-NP,nepali_16
143,क्यामेरा खोल ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.52,ne-NP,nepali_16
144,आमा लाई फोन लगाऊ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.916,ne-NP,nepali_16
145,अनि रोचक हुन्छ यो पेनाल्टी कप।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.528,ne-NP,nepali_16
146,जे भए नि खाम है भोको बस्दा रोगले सताउँछ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.068,ne-NP,nepali_16
147,"कोही चढे साइकल, घण्टी टिन टिन ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.636,ne-NP,nepali_16
148,दिदी लाई दर खाना बोलाउ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.988,ne-NP,nepali_16
149,म परेको छु धेरै चोटि ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.168,ne-NP,nepali_16
150,बधाई छ रमाइलो भएछ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.628,ne-NP,nepali_16
151,हात्तीको मुखमा जिरा,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.556,ne-NP,nepali_16
152,अाज अलि गर्मी कम छ जस्तो लागिराछ मलाई ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.708,ne-NP,nepali_16
153,अहिले सम्मको खेल हेर्दा त त्यस्तै देखिन्छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.276,ne-NP,nepali_16
154,तेस्तै छ भाइ अाज भोलि ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.7,ne-NP,nepali_16
155,लगभग सबैलाई यो कुरा थाहा छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.06,ne-NP,nepali_16
156,"बाल बालिकाको पठन सिप बढाउन, मनोरञ्जन प्रदान गर्न",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.356,ne-NP,nepali_16
157,आफ्नो आङ्ग्को भैसी नदेख्ने अर्का को अङ्गको जुम्रा देखने,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.78,ne-NP,nepali_16
158,उसको दिन बलियो थियो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.196,ne-NP,nepali_16
159,"मामाघर गाउँमा छ, रमाइलो ठाउँमा छ ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.24,ne-NP,nepali_16
160,यो गर्मी महिनामा हिड्न चै गारो हुने ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.096,ne-NP,nepali_16
161,विश्वबजारमा नेपाली ब्रान्ड बिरलै छन् ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.528,ne-NP,nepali_16
162,भुकम्प अाएको क-कसले थाहा पाउनु भयो?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.456,ne-NP,nepali_16
163,काम गर्ने कालु मकै खाने भालु,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.276,ne-NP,nepali_16
164,त्यतिबेला जनताले पनि पत्याउनेछन् ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.6,ne-NP,nepali_16
165,"आगो लाग्यो दिलैमा,दमकल बोलाइदेउन ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.96,ne-NP,nepali_16
166,मकैको रोटी,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.016,ne-NP,nepali_16
167,सित्तल भयो।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,1.8,ne-NP,nepali_16
168,पानी आयो भने चाहिँ थाप्नु पर्ने छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.168,ne-NP,nepali_16
169,अाजको मौसम कस्तो छ?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.268,ne-NP,nepali_16
170,जापानले गजव खेल्यो!,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.376,ne-NP,nepali_16
171,मैले एक पटक कलेज मा कुरा गर्नु पर्छ अनि भन्छु नी है ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.816,ne-NP,nepali_16
172,जो आग्या दाइ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
173,आफूलाई मन पर्ने भनेको विश्वास लागेको मन छोएको फिल्म हो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.356,ne-NP,nepali_16
174,को को कता हुनुहुन्छ?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.34,ne-NP,nepali_16
175,"पोखरा त थाहा भएन, मेरो एउटा साथीले चितवनको चाहिँ खुब गफ हान्थ्यो।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.716,ne-NP,nepali_16
176,मैले चाँहि आलु र चिचिन्डो को तरकारी बनाएँ है।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.78,ne-NP,nepali_16
177,गोपालको ड्युटि प्रायः भोटाहिटीको आकाशे पुलनिर पर्दथ्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,5.148,ne-NP,nepali_16
178,हो भन्या।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,1.728,ne-NP,nepali_16
179,परीक्षा थियो दाजु अनि हराइयो।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.7,ne-NP,nepali_16
180,यदि त्यो वाक्य कसैको वाक्यसँग मिल्न गएमा के हुन्छ नि?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.14,ne-NP,nepali_16
181,म अहिले भक्तपुरमा छु यहाँ पनि सितल नै छ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.348,ne-NP,nepali_16
182,तिम्ले के के गर्न सक्छौ?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.448,ne-NP,nepali_16
183,आफ्नो काम र सोचबारे पुनर्विचार गर्नु जरुरी छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.14,ne-NP,nepali_16
184,"पोखरा त नेपालकै सफा सहर हो नि,सायद धुलो कम नै होला ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.248,ne-NP,nepali_16
185,मेरो घर चै बेनी बजार है ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.988,ne-NP,nepali_16
186,मानव विकासको महत्तव उल्लेख गर्नुहोस् ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.528,ne-NP,nepali_16
187,खाना खायौं?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.34,ne-NP,nepali_16
188,भर्खरै खुलामञ्चबाट जजसका टहरा भत्काइए उनीहरूलाई यस्तै लागिरहेको होला ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,5.688,ne-NP,nepali_16
189,मिठा मिठा गफगाफ गरौँ है।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.88,ne-NP,nepali_16
190,चोभार तिर त चिसै होला है।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
191,उनीहरूले विरोध गर्न पाउनुपर्ने तर्क राखे ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.24,ne-NP,nepali_16
192,देशका लागि खेलियो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.268,ne-NP,nepali_16
193,मुलुक पछि पर्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.088,ne-NP,nepali_16
194,झुल लगाएर सुत्नु अब आज चाहीं ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.88,ne-NP,nepali_16
195,मोबाइल को सहि सदुपयोग हुनुपर्छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.916,ne-NP,nepali_16
196,गीत सुन्दै काम गर्दै बस्न रमाइलो हुन्छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.096,ne-NP,nepali_16
197,रुघा चाडै निको होस् हजुरलाइ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.916,ne-NP,nepali_16
198,"रबिन, तिम्रो कलेजमा कहिले कार्यक्रम गर्न सकिन्छ?",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.528,ne-NP,nepali_16
199,रोएजस्तो प्याँ–प्याँ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
200,के भन्न खोजेको तिमीले?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.268,ne-NP,nepali_16
201,"ए ए, भयो त ल्यापटप मर्मत?",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.78,ne-NP,nepali_16
202,चरी बोल्यो चिरबिर ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.808,ne-NP,nepali_16
203,ल बधाई छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.268,ne-NP,nepali_16
204,तरकारी चाहिँ पकाउन लगाउन पर्ला जस्तो छ ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.6,ne-NP,nepali_16
205,आफूले चुनाव जिते पुग्यो ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.24,ne-NP,nepali_16
206,राजा बस्ने कुर्सी सार्है ठूलो थियो।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.276,ne-NP,nepali_16
207,जसको शक्ति उसकै भक्ति,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.556,ne-NP,nepali_16
208,सकेसम्म यसरी पुरा लेख्ने गरौँ है ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.24,ne-NP,nepali_16
209,सुपारी आप ककस्ले खानु भाछ त?,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.988,ne-NP,nepali_16
210,बाँदरको हातमा नरिवल,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.088,ne-NP,nepali_16
211,यी हातले सधैं सधैं नेपाल लेख्न पाइयोस्।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.636,ne-NP,nepali_16
212,गफ पनि बढाउन पर्यो अब त ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.628,ne-NP,nepali_16
213,"ज्ञानभूमि, शान्तिभूमि तराई, पहाड, हिमाल",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,4.248,ne-NP,nepali_16
214,सानो–सानो घैलाभरि पानी भर्छु म ।,0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,3.06,ne-NP,nepali_16
215,"हाहा ल भाइ, रमाइलो गर ।",0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5,2.628,ne-NP,nepali_16
