index_no,transcript,utterance_id,duration,language,dataset_name
1278,फुकरे की भोली पंजाबन अब बनेगी पारो,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.536,hi,hindi
1279,सुंदरता की चाह में चेहरा नहीं बदलना चाहतीं शेरोन स्टोन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.292,hi,hindi
1280,लातूर जिलाः पूर्व मुख्यमंत्री विलासराव देशमुख के दोनों बेटों की बड़ी जीत,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.66,hi,hindi
1281,गणित से क्यों डरते हैं कुछ बच्चे? जवाब हाजिर है,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.716,hi,hindi
1282,जस्टिस रवि रंजन होंगे झारखंड हाई कोर्ट के नए चीफ जस्टिस,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.896,hi,hindi
1283,मां का दूध है बच्चे के लिए अमृत,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.024,hi,hindi
1284,"अप्सरा अवार्ड में भी रणबीर, विद्या की धूम",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.492,hi,hindi
1285,सलमान की बहन बनने से अमृता राव ने किया मना,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.104,hi,hindi
1286,"वेस्टइंडीज का टॉस जीतकर बल्लेबाजी का फैसला, विनय कुमार की जगह उनदकट टीम में",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.876,hi,hindi
1287,होमगार्ड के जवान ने नाबालिग से किया गैंगरेप,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.96,hi,hindi
1288,कार्टूनिस्ट की रिहाई को ले जायसवाल के निवास पर प्रदर्शन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.688,hi,hindi
1289,आईसीआईसीआई को पहली तिमाही का शुद्ध लाभ बढ़ा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.896,hi,hindi
1290,"अब सिंथेटिक ट्रैक पर दौड़ेंगे पूर्वी दिल्ली के खिलाड़ी, मुख्यमंत्री ने किया उद्घाटन",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.3,hi,hindi
1291,बच्चों के डॉक्टरों को अब भारत में मिलेगा ब्रिटिश डिप्लोमा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.256,hi,hindi
1292,वर्ल्ड नंबर वन नोवाक जोकोविच भारत के खिलाफ डेविस कप मुकाबले में खेलेंगे,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1293,"गुरुग्राम: नाबालिग के घर पिस्तौल लेकर पहुंचा सिरफिरा आशिक, किया हंगामा",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.74,hi,hindi
1294,बिजनेस क्लास में बैठकर दुबई रवाना हुए 'आम आदमी' केजरीवाल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.896,hi,hindi
1295,"दिल्ली हाई कोर्ट पहुंचा सिखों के साथ मारपीट का मामला, अदालत ने लगाई फटकार",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.832,hi,hindi
1296,दहेज में महंगी बाइक मांग रहे दूल्हे का सिर मूंडाकर जूते की माला पहनाई,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.732,hi,hindi
1297,"गुजरात: राज्यसभा चुनाव में कांग्रेस को झटका, विधायकों को दिया जाएगा नोटा का विकल्प",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.48,hi,hindi
1298,"कसाब झुंझलाया, कैमरे पर थूका और आवेश में सुनवाई छोड़ चला गया",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1299,पीएम मोदी की बॉलीवुड से अपील- गांधी और गांधीवाद पर फिल्म बनाएं,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.76,hi,hindi
1300,सतर्कता ब्यूरो ने कोड़ा को जारी किये ताजा समन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.788,hi,hindi
1301,हिंदी जगत के महामंच- आजतक एजेंडा के लिए हो जाएं तैयार,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.256,hi,hindi
1302,"अमिताभ ने कहा, सुनील दत्त थे पहले एंग्रीमैन",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.32,hi,hindi
1303,"युवराज की शादी में गोवा पहुंचे विराट-अनुष्का, देखें तस्वीरें",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.536,hi,hindi
1304,"Film Review: शानदार अभिनय, पर सुस्त कहानी है 'जुगनी'",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.86,hi,hindi
1305,"बीफ को लेकर ट्रोल हुईं काजोल, ममता बोलीं- खतरनाक है ये स्थिति",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.364,hi,hindi
1306,नेहरू परिवार को गुजराती नेता पसंद नहीं: मोदी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.852,hi,hindi
1307,फैशन की दुनिया में कामयाब होने के लिए अपनाए तरीके,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.5,hi,hindi
1308,"अपराध के लिए सोशल मीडिया पर निकाली वैकेंसी, पुलिस ने धर दबोचा",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.58,hi,hindi
1309,इंग्लैंड ने न्यूजीलैंड के खिलाफ पहला टेस्ट ड्रा कराया,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.932,hi,hindi
1310,"आखिर क्या है शनि की ढैया, जानें प्रसन्न करने के उपाय और मंत्र",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.192,hi,hindi
1311,"जाह्नवी के 'झिंगाट' गाने का सोशल मीडिया पर उड़ा मजाक, memes वायरल",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.976,hi,hindi
1312,"बिहार: पूर्व मुख्यमंत्री राम सुन्दर दास का निधन, नीतीश ने नहीं मनाई होली",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.436,hi,hindi
1313,फोन हैकिंग घोटाला मामले में मडरेक की पेशी के दौरान नाटकीय घटनाक्रम,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.2,hi,hindi
1314,पंजाबी सिंगर सुखबीर सिंह को लाहौर एयरपोर्ट पर रोका गया,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.04,hi,hindi
1315,"जीत गई इशि मां की ममता, निधि का हुआ पर्दाफाश",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.04,hi,hindi
1316,‘प्याज नहीं खाती’ पर निर्मला के दफ्तर ने वीडियो जारी कर दी सफाई,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.508,hi,hindi
1317,"ऑनलाइन शॉपिंग के जरिए मंगाए स्मार्टफोन, मिले पत्थर और साबुन की टिकिया",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.616,hi,hindi
1318,"राहु केतु और उनके उपाय से मिलेंगे जीवन के सारे सुख, जानिए कैसे?",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.004,hi,hindi
1319,'सांप्रदायिकता' की काट में एक मंच पर नजर आएंगे वामदल और क्षेत्रीय पार्टियां,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,7.2,hi,hindi
1320,"मोदी की जीत पर इतराई शिवसेना, विपक्ष को कहा रावण विभीषण की टोली",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.58,hi,hindi
1321,प्रियंका चोपड़ा का नहाते हुए वीडियो हुआ वायरल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.14,hi,hindi
1322,करीना कपूर के वॉर्डरोब से ये चीजें लेना चाहती हैं सारा अली खान,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.472,hi,hindi
1323,"'शिवाय' का नया गाना रिलीज, 'सिंघम' ने किया पहली बार ऑन स्क्रीन किस",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.832,hi,hindi
1324,पाक सत्ता प्रतिष्ठान के तत्व अलकायदा की मदद कर रहे हैं: व्हाइट हाउस,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.616,hi,hindi
1325,फिरोजपुर लोकसभा सीट: बागी सांसद बिगाड़ सकते हैं अकाली का खेल,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.544,hi,hindi
1326,स्मार्ट मनी: इक्विटी से अपने भविष्य को जोखिम मुक्त रखें,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.94,hi,hindi
1327,भारतीय स्पिनरों पर होगा प्रदर्शन का दबावः ख्वाजा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.032,hi,hindi
1328,"अजय देवगन को हुई ये बीमारी, कॉफी का कप उठाने में भी दिक्कत!",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.4,hi,hindi
1329,भारी बारिश से उत्तर भारत का मौसम सुहाना,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.42,hi,hindi
1330,हनुमानचालीसा और मंगलवार का व्रत,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.024,hi,hindi
1331,"यूपी महिला आयोग ने आजम खान की निंदा की, कहा-माफी मांगें सपा सांसद",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.048,hi,hindi
1332,जेल में विवादित संत रामपाल ने लगाया रिश्वत मांगने का आरोप,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.256,hi,hindi
1333,"iChowk: तो रिश्ता पक्का समझें, मंत्री जी?",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.816,hi,hindi
1334,"क्रोध करना, यानी दूसरी बीमारियों को दावत...",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.384,hi,hindi
1335,"समृद्धि का निर्माण लंबी दौड़, इसमें दशकों लग सकते हैं: अर्थशास्त्री",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.336,hi,hindi
1336,"सब्जियों की कीमतों में उछाल, बारिश ने बढ़ाया भाव",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.924,hi,hindi
1337,अमेरिका लादेन की तलाश जारी रखेगा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.456,hi,hindi
1338,"भोजपुरी फिल्म के प्रोड्यूसर के घर लाखों की चोरी, आरोपी नौकर गिरफ्तार",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.788,hi,hindi
1339,कई किरदार वाली फिल्म चाहती हैं प्रियंका चोपड़ा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.808,hi,hindi
1340,"व्यक्तिगत आजादी को गले लगाएं, लेकिन सुरक्षा के मसले पर समझौता नहीं करें",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.192,hi,hindi
1341,भारत सरकार ने जारी की एडवाइजरी- तुर्की जाते वक्त बरतें सावधानी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.156,hi,hindi
1342,Book Review: आशावादी दृष्टिकोण की वकालत है 'मुर्दे इतिहास नहीं लिखते',d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.084,hi,hindi
1343,ओबामा का राजदूत के हत्यारों को सजा दिलाने का संकल्प,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.356,hi,hindi
1344,"जानें, भादो महीने का महत्व, इन उपायों से होगा धन लाभ",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.544,hi,hindi
1345,अंग्रेजी में“मालूम” का क्या अर्थ होगा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.6,hi,hindi
1346,कनिमोझी ने सीबीआई के नये आरोपों का विरोध किया,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.392,hi,hindi
1347,बलात्कार का विरोध करने पर छात्रा को ज़िंदा जलाने की कोशिश,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.572,hi,hindi
1348,श्री सत्यनारायणजी की आरती,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.628,hi,hindi
1349,"राहुल गांधी बोले- सियासत की बात नहीं करेंगे, आतंक के खिलाफ पूरा देश साथ",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.796,hi,hindi
1350,मणिशंकर अय्यर को गुस्सा क्यों आया...,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.88,hi,hindi
1351,आतंक से लड़ने में प्रगति हुईः गृहमंत्री चिदंबरम,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.852,hi,hindi
1352,"कर रहा था विकेटकीपिंग, सिर पर बल्ला लगने से हुई मौत",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.68,hi,hindi
1353,सेंसेक्स और निफ्टी में गिरावट जारी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.916,hi,hindi
1354,वैश्विक आर्थिक स्थिरता में भारत की अहम भूमिका: पीएम,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.536,hi,hindi
1355,"युवराज ने कहा, लड़की ढूंढ लो, शादी कर लूंगा",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.204,hi,hindi
1356,स्टूडेंट्स ऐसे बने ग्लोबल सिटीजन,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.808,hi,hindi
1357,श्री,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,2.16,hi,hindi
1358,"अंदर हुई तारीफ, फिर भी ‘हाउडी मोदी’ में नहीं मिली हसन मिनहाज को एंट्री",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.264,hi,hindi
1359,"बर्ड फ्लू से इंसानों को खतरा, दिल्ली में चिड़ियाघर तीसरे दिन भी बंद",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.84,hi,hindi
1360,भारत पर फिर से हमले की फिराक में है लश्कर,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.708,hi,hindi
1361,Opinion: कुमार विश्वास का अति आत्मविश्वास या कुछ और,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.752,hi,hindi
1362,आरुषि मामला: नोएडा के पुलिसकर्मियों से सीबीआई करेगी पूछताछ,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.112,hi,hindi
1363,बिहार के कोटे का खाद दूसरे राज्यों को दिया गयाः नीतीश,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.184,hi,hindi
1364,श्रीसंत की तरह वापसी चाहते हैं इरफान पठान,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.032,hi,hindi
1365,कंगारू बल्लेबाज ने एकदिवसीय मैच में लगाया तिहरा शतक,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.644,hi,hindi
1366,कटरीना-रणबीर स्टारर 'जग्गा जासूस' की रिलीज डेट का हुआ खुलासा,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.22,hi,hindi
1367,"जम्मू- कश्मीर निकाय चुनाव: दूसरे चरण की वोटिंग शुरू, सुरक्षा के पुख्ता इंतजाम",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.84,hi,hindi
1368,इस पाकिस्तानी क्रिकेटर ने Salman को खास अंदाज में किया बर्थडे विश,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.904,hi,hindi
1369,टीम चयन से पहले धोनी ने मांगा आराम,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.636,hi,hindi
1370,अहमदाबाद में खौफ फैलाने की साजिश नाकाम,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.608,hi,hindi
1371,ईडन गार्डन्स में विश्व कप मैचों पर नहीं लगेगा मनोरंजन कर,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.716,hi,hindi
1372,"केजरीवाल की अधिकारियों को चेतावनी, निर्देश नहीं माना तो होगी कार्रवाई",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.508,hi,hindi
1373,रानी और आमिर दिखेंगे पांच साल बाद एक साथ,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,3.456,hi,hindi
1374,'मांझी द माउंटेन मैंन' को बच्चा-बच्चा याद रखेगा: केतन मेहता,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.5,hi,hindi
1375,मुलायम-अखिलेश की दो घंटे की मीटिंग में क्या हुआ? पढ़ें-इनसाइड स्टोरी,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.148,hi,hindi
1376,Twitter ने खास अंदाज में पीएम मोदी को बर्थडे की दी बधाई,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.932,hi,hindi
1377,"पार्क में पहरा, सड़कों पर गश्त, योगी राज में रोमियो पस्त",d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,5.004,hi,hindi
1378,क्या प्रेग्नेंट हैं युवराज की वाइफ हेजल? चर्चाओं पर ये दिया जवाब,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,6.408,hi,hindi
1379,अमेरिका के ह्यूस्टन में खत्म हुआ अस्पताल में बंधक संकट,d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc,4.716,hi,hindi
