index_no,transcript,utterance_id,duration,language,dataset_name
107,मेरो नयाँ किनेको मनिटर हल्लियो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali
108,पैसा लाग्ला जस्तो लाग्छ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.276,ne-NP,nepali
109,सबै भन्दा ठूलो मोह हो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.988,ne-NP,nepali
110,यो समुहको फुर्सदिलो सदस्य के मै हो?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.14,ne-NP,nepali
111,हामीलाई तेस्तो वाक्यहरुको खाँचो छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali
112,बोटलाई नि भिडियो देखाइदिनु भाको?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.996,ne-NP,nepali
113,हामी प्रविधिमा कति सारो निर्भर है!,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.176,ne-NP,nepali
114,कक्षा भित्र गुरुको प्रवेश भयो।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.6,ne-NP,nepali
115,दिनमा खाजा के खाने गर्नुभएको छ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.6,ne-NP,nepali
116,यही आउँदो शुक्रबार देखी परिक्षा छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali
117,हामी छिटै सफल हुनेछौ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.808,ne-NP,nepali
118,"लालुपाते लहलह, मनमा फुलाइदेऊ ।",9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,5.256,ne-NP,nepali
119,ओडा कार्यलय कता छ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.096,ne-NP,nepali
120,"मुखमा राम राम, बगलीमा छुरा",9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.78,ne-NP,nepali
121,मैले पनि खाना खाइसके ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.88,ne-NP,nepali
122,अल्छी लागेर आयो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.7,ne-NP,nepali
123,मेरो पनि त्यहि टिम को समर्थन छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.24,ne-NP,nepali
124,मलाइ एउटा राम्रो फोन किन्नुपरेको छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.528,ne-NP,nepali
125,तिमीहरु अस्ति बौद्द किन गएको?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.816,ne-NP,nepali
126,कति बेला के हुन्छ पत्तो नै नहुने भन्या।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.456,ne-NP,nepali
127,आज राती पानी परे त भोलि धान रोप्न एकदम सजिलो हुन्थ्यो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,5.256,ne-NP,nepali
128,काठमाडौं कहिले आइस केटा?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.528,ne-NP,nepali
129,अब हाम्रो वाक्यहरु चै अलि काम गराउने खालको राखौँ है ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.5,ne-NP,nepali
130,केही संस्कृति तिब्बत र केही भारतसँग मिल्दाजुल्दा छन्।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.896,ne-NP,nepali
131,आनन्द आयो नुहाए पछि।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.628,ne-NP,nepali
132,मलाई अंग्रेजी फिलिमहरु हेर्ने सलाह दिनु परो।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,5.148,ne-NP,nepali
133,न्यु रोड भन्न खोजेको भाइ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.88,ne-NP,nepali
134,होला नि त्यतै ठमेलमा ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.628,ne-NP,nepali
135,मेरो स्थायी घर चाहिँ चितवन हो ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.096,ne-NP,nepali
136,भुक्ने कुकुरले टोक्दैन,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.376,ne-NP,nepali
137,रमाइलो भयो हेर्न।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.52,ne-NP,nepali
138,अाजभोलि जसको हातमा पनि मोबाइल है?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali
139,म फेरि नेपालीमा बोल्छु है ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.88,ne-NP,nepali
140,के रणनीति थियो र दाई?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.06,ne-NP,nepali
141,कुन फोन किन्दा ठीक होला?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.916,ne-NP,nepali
142,अाज मलाई खुब काम गर्न मन लागेको छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.276,ne-NP,nepali
143,प्रहरीले बीचमा बसेर दुवैथरीलाई रोक्ने ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.348,ne-NP,nepali
144,यी खानाहरूको बीचमा चिउरा तथा चियाको सेवन पनि गरिन्छ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.356,ne-NP,nepali
145,घाँटी हेरी हाड निल्नु ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.88,ne-NP,nepali
146,सबैजना आरामै हुनुहुन्छ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.168,ne-NP,nepali
147,तपाईंको प्रोजेक्ट छिटै सकियोस् है दाजु।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.24,ne-NP,nepali
148,हामिले मागेको खण्डमा उपलब्ध गराईन्छ होला त तथ्यांक?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.86,ne-NP,nepali
149,तिमी एकदम राम्रो छौ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.7,ne-NP,nepali
150,आलु खाएर पेडाको धाक,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.808,ne-NP,nepali
151,बिस्कुट र चिया खान पनि मिठो हुन्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.24,ne-NP,nepali
152,नगरकोट कस्तो छ घुम्न जानको लागि?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.276,ne-NP,nepali
153,काठमाडौँ बाट दक्षिणकालीको बाटो हुदै हेटौडा जादा करिब चार घण्टा लाग्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.896,ne-NP,nepali
154,रमाइलो रैछ त ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.808,ne-NP,nepali
155,वाक्यहरु सकेसम्म पुरा लेखौ है साथीहरु ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.6,ne-NP,nepali
156,हिजो निकै रोमाञ्चक खेल भएको थियो।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.06,ne-NP,nepali
157,हामी भन्छौ मात्रै चाउचाउ र विस्कुट का खोल मिल्काउन पछि पर्दैनौ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,5.22,ne-NP,nepali
158,टोलीको नाम नौपाङ्ग्रे,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.448,ne-NP,nepali
159,मेरो पनि परीक्षा अाउदैँ छ नि त ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.988,ne-NP,nepali
160,"माछापोखरी तिर पानी परिराछ, त्यसैले उता शीतल भएको होला नि।",9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,6.336,ne-NP,nepali
161,पानी जहाज बाग्मतिमा चलाए मात्र सम्भब छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.528,ne-NP,nepali
162,सिमरा तराईमा पर्छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,2.7,ne-NP,nepali
163,म तपाईंको कार्यको लागि सक्षम छु कि छैन?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.888,ne-NP,nepali
164,कुन फिलिम हेर्दै हुनुहुन्छ रोशन दाइ?,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,3.6,ne-NP,nepali
165,सबैभन्दा त वातावरणमा ठूलो योगदान हुने भयो सन्तानको सुरक्षित भविष्यका लागि ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,6.048,ne-NP,nepali
166,मध्य रात देखि लगातार देशभरि पानी परिरहेको छ ।,9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e,4.176,ne-NP,nepali
